car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,lat,lon
B87,BLK 13A BEDOK SOUTH RD,39449.3971,33644.4324,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.320540673779083,103.93619734820165
B88,BLK 34A BED0K SOUTH AVE 2,39683.2391,33835.9985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.322273038545966,103.93829861018828
B89,BLK 116A BEDOK NORTH ROAD,39568.2194,34796.4641,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3309591788891946,103.93726546144441
B9,BLK 402/403 BEDOK NORTH AVENUE 3,39184.2416,34709.4842,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3301727085826482,103.93381517924432
B90,BLK 35A BEDOK SOUTH AVE 2,39831.9791,33865.2621,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.3225376305100718,103.9396351268252
B91,BLK 630 BEDOK RESERVOIR ROAD,37007.0862,34999.621,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y,1.33279732392796,103.91425233336787
B92,BLK 2A BEDOK SOUTH AVE 1,39197.6251,33772.3265,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.321697394184489,103.9339350951359
B93,BLK 19A BEDOK SOUTH ROAD,39224.3984,33631.2777,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.3204217908689735,103.93417561555715
B94,BLK 513A BEDOK NORTH AVE 2,38688.1313,34940.2851,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.332260165815315,103.92935743869766
B94A,"BLK 512 TO 518, 554 BEDOK NORTH AVE 2",38668.2981,34834.5151,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3313036277380603,103.92917918947832
B95,BLK 220 BEDOK CENTRAL,39325.3283,34194.2403,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,1.3255129802698542,103.93508272946282
B96,BLK 219 BEDOK CENTRAL,39088.1581,34133.7804,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,1.3249662903465635,103.93295160832382
B97,BLK 714A BEDOK RESERVOIR ROAD,38037.1417,35371.0192,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.336155789896402,103.92350807855595
B98,BLK 748 BEDOK RESERVOIR CRESCENT,37860.0561,35362.5681,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.3360794194920382,103.9219168609901
B99M,BLK 807 CHAI CHEE ROAD,37954.0727,34412.5835,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N,1.327488075073332,103.92276134393262
CAM,BLK 88 TANGLIN HALT RD,24092.2494,31574.3039,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.3018210574313112,103.79820565809396
CCKC,309 CHOA CHU KANG AVE 4,18254.4236,40780.2921,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.1,Y,1.3850753626994694,103.74574719528965
CCM,BLK 84A COMMONWEALTH CLOSE,24269.3904,31777.7395,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3036608788452493,103.79979732624483
CC1,BLK 1/2 CHAI CHEE STREET,37970.7792,34316.7372,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3266212706584413,103.92291142962789
CC10,BLK 43/45 CHAI CHEE STREET,38267.4015,34545.0259,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3286857316147158,103.92557681585448
CC11,BLK 50/54 CHAI CHEE STREET,37828.6078,34590.3599,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3290958607447731,103.92163403144224
CC12,BLK 11 CHAI CHEE ROAD,38194.9297,34332.7592,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,Y,1.3267660935698462,103.92492554687321
CC4,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD",37801.1879,34221.6662,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.3257615382427848,103.92138753079273
CC5,BLK 27 CHAI CHEE ROAD,38025.2345,34117.8358,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3248224611390982,103.92340067458186
CC6,BLK 25-27 CHAI CHEE ROAD,38043.4844,33973.1328,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.323513814022033,103.9235646122414
CC7,BLK 30/40 CHAI CHEE AVENUE,38279.717,34164.7007,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3252462054528278,103.92568734971883
CC8,BLK 55/58 CHAI CHEE DRIVE,37584.5733,34347.0451,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3268954882424207,103.91944117263688
CC9,BLK 41/42 CHAI CHEE STREET,38313.9557,34438.2547,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.327720116199669,103.92599509455698
CDM,BLK 54 C'WEALTH DR,23934.8536,31553.8887,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.3016364093624113,103.79679138790387
CKK1,BLK 355 CHOA CHU KANG CENTRAL,18073.929,40606.0548,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,0.0,N,1.3834995640239658,103.7441253748335
CKM1,BLK 429A CHOA CHU KANG AVENUE 4,17706.6149,40616.7716,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3835963556122932,103.74082478082066
CKM2,BLK 625A CHOA CHU KANG STREET 62,18365.515,42251.984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,1.3983848378100407,103.74674494947024
CKM3,BLK 445A CHOA CHU KANG AVE 4,17241.061,40350.4217,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3811874180931358,103.73664153064175
CKM4,BLK 474A CHOA CHU KANG AVE 3,17384.4024,40068.5078,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3786379456153652,103.73792965982504
CKM5,BLK 450A CHOA CHU KANG AVE 4,17135.7982,40142.8636,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.3793103007570011,103.73569574377187
CKM6,BLK 462A CHOA CHU KANG AVE 4,17141.5616,39946.6052,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3775354147340297,103.73574760435899
CKM7,BLK 483A CHOA CHU KANG AVE 5,17288.8253,39773.897,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3759735599231604,103.7370709373005
CKM8,BLK 486A CHOA CHU KANG AVE 5,17432.5108,39671.7658,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3750499752188072,103.7383620906202
CKM9,BLK 297B CHOA CHU KANG AVE 2,17981.6699,39927.7497,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.3773651916023415,103.74329658894611
CKT1,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4,17457.2727,40253.9548,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3803150859209823,103.73858438589502
CKT2,BLK 302 CHOA CHU KANG LOOP,17986.1193,40839.8157,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.3856135812488513,103.74333625964968
CK1,BLK 101/108 TECK WHYE LANE,19169.1019,39939.7774,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3774743473121362,103.75396651904403
CK10,BLK 227A CHOA CHU KANG CENTRAL,18219.6466,40274.898,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3805047532205246,103.7454348659836
CK11,BLK 287A CHOA CHU KANG AVENUE 2,17822.7967,40079.0923,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.0,N,1.378733823475662,103.74186894657917
CK12,BLK 409/413 CHOA CHU KANG AVE 3,17816.8828,40361.3125,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3812861166246784,103.74181570834477
CK13,BLK 414-420 CHOA CHU KANG AVENUE 4,17841.917,40541.616,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.382916723541624,103.74204059676568
CK14,BLK 278/287 CHOA CHU KANG AVENUE 2/3,17897.997,40235.3892,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3801473409462455,103.74254462225575
CK15,BLK 288/295 CHOA CHU KANG AVENUE 2/3,17716.2981,40045.082,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3784262097063233,103.74091199127965
CK16,BLK 401/408 CHOA CHU KANG AVE 3,17528.125,40178.0781,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3796289105733506,103.73922107254208
CK17,BLK 421/428 CHOA CHU KANG AVENUE 4,17691.7227,40448.332,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3820730449413994,103.7406910223931
CK18,BLK 130/132 CHOA CHU KANG AVE 1,18797.0391,40329.4648,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3809984226086804,103.75062314406695
CK19,BLK 133/134 TECK WHYE LANE,18875.7734,40272.4492,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3804828191297813,103.75133064737362
CK2,BLK 109/117 TECK WHYE LANE,18880.332,40136.4375,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3792527806804915,103.75137165184243
CK20,"BLK 429, 438-441 CHOA CHU KANG AVENUE 4",17629.7003,40593.1789,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3833829647486318,103.74013365429619
CK22,BLK 343A CHOA CHU KANG LOOP,18276.2056,40644.1197,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,1.9,N,1.3838438770093515,103.74594296799226
CK23,BLK 430-437 CHOA CHU KANG AVENUE 4,17782.5234,40677.3633,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3841443511993472,103.74150685405425
CK24,BLK 350-351 CHOA CHU KANG CENTRAL,17983.1711,40586.8844,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3833261630120723,103.74330985413661
CK25,BLK 352-355 CHOA CHU KANG CENTRAL,18031.459,40472.3086,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3822899983079153,103.74374379564665
CK26,"BLK 302, 304-308 CHOA CHU KANG LOOP",17943.7793,40730.3711,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3846237901647558,103.74295584042699
CK28,BLK 276A CHOA CHU KANG AVENUE 2,18079.0694,40228.4669,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3800848001567991,103.74417169247387
CK29,BLK 276/277 CHOA CHU KANG AVENUE 2,18072.2888,40190.9725,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.379745712337052,103.74411077646074
CK3,BLK 118/124 TECK WHYE LANE,18734.6348,40064.9164,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3786059243997975,103.7500624786996
CK3A,BLK 118A TECK WHYE LANE,18725.4974,40162.9532,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3794925303032597,103.74998034167602
CK30,BLK 248/250 CHOA CHU KANG AVENUE 2,18213.6543,40111.7031,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3790288766966707,103.7453810749797
CK31,BLK 251A CHOA CHU KANG AVENUE 2,18164.3898,40080.8939,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,1.3787502331490427,103.74493840789526
CK32,BLK 253A CHOA CHU KANG AVE 1,18055.7989,39931.0181,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.0,N,1.3773947750358426,103.74396269033359
CK33,BLK 502A CHOA CHU KANG STREET 51,17943.2973,41180.8424,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.9,N,1.3886976858792535,103.74295135477605
CK34,BLK 511A CHOA CHU KANG STREET 51,17736.9363,41167.5327,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,1.3885772458034664,103.74109704842283
CK35,BLK 513A CHOA CHU KANG STREET 51,17881.6424,41361.0029,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3903269693827938,103.7423972761472
CK36,BLK 527A CHOA CHU KANG STREET 51,17735.8704,41577.6177,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N,1.3922859022308813,103.74108732654
CK37,BLK 552A CHOA CHU KANG STREET 52,17863.0257,41773.0092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.3940529952860852,103.74222984775624
CK38,BLK 541A CHOA CHU KANG STREET 52,18148.0534,41666.0012,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.3930853528194667,103.74479108110931
CK39,BLK 559A CHOA CHU KANG NORTH 6,18090.945,42004.5732,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,11,2.0,N,1.396147253249107,103.74427780249437
CK4,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVE",18912.6962,40234.9502,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,1.8,N,1.3801437034327235,103.75166243741157
CK4A,BLK 144/145 TECK WHYE LANE/AVE,18972.5753,40347.8975,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,1.8,N,1.3811651758839603,103.75220046039227
CK40,BLK 567A CHOA CHU KANG STREET 52,18298.9982,41919.8106,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,1.3953807621354277,103.74614735348567
CK41,BLK 708A CHOA CHU KANG STREET 53,18333.4408,41430.698,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.0,N,1.3909574199697596,103.74645700945595
CK42,BLK 754A CHOA CHU KANG NORTH 5,18363.8684,41631.0171,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.95,N,1.392769042062611,103.74673035886183
CK44,BLK 762A CHOA CHU KANG NTH 5,18631.6662,41611.081,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3925888350648057,103.74913673730633
CK45,BLK 771A CHOA CHU KANG ST 54,18724.0529,41824.3887,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3945179409748185,103.74996683599055
CK46,BLK 792A CHOA CHU KANG NTH 6,18675.6762,41907.1414,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3952663103435405,103.7495321068032
CK47,BLK 787A CHOA CHU KANG DRIVE,18471.7225,41904.1787,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3952394503711882,103.7476994227827
CK48,BLK 604A CHOA CHU KANG ST 62,18189.9873,42143.3391,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3974022344611845,103.74516772920897
CK49,BLK 610A CHOA CHU KANG ST 62,18006.9629,42295.9806,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,1.3987826049446002,103.7435230567467
CK5,BLK 139 & 140 TECK WHYE LANE/AVE,19030.3926,40238.918,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3801796230669838,103.75272002464266
CK50,BLK 611A CHOA CHU KANG ST 62,18031.8277,42477.9839,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,1.4004285839443862,103.74374642444518
CK51,BLK 621A CHOA CHU KANG NORTH 7,18459.6171,42391.2166,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.0,N,1.3996440372231294,103.74759048649085
CK52,BLK 659A/660A/661A CHOA CHU KANG CRESCENT,18754.0711,42503.4389,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.4006590301287318,103.75023635729683
CK53,BLK 668A CHOA CHU KANG CRESCENT,18748.505,42602.4434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.4015543884980115,103.75018630981084
CK54,BLK 638-643 CHOA CHU KANG STREET 64,18629.4583,42224.5521,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,Y,1.3981368406612193,103.74911670029508
CK55,BLK 631-637 & 636A CHOA CHU KANG NORTH 6,18561.8248,42111.2701,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.15,N,1.3971123380650972,103.74850899592624
CK56,BLK 675A CHOA CHU KANG CRESCENT,18357.265,42562.8339,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,1.4011960465890227,103.74667071340572
CK57,BLK 669A CHOA CHU KANG CRESCENT,18541.2289,42678.1909,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.4022393536094304,103.74832374074039
CK58,BLK 678A CHOA CHU KANG CRESCENT,18157.8829,42638.4707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.401880010410776,103.74487907782586
CK59,BLK 297A CHOA CHU KANG AVE 2,17841.6171,39866.5767,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.3768119174004938,103.74203813468694
CK6,"BLK 143, 144 & 146 TECK WHYE LANE",19073.3023,40300.0728,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3807326977622518,103.75310558123049
CK6A,BLK 146A 146A TECK WHYE AVENUE,19076.7918,40333.5431,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N,1.3810353919401892,103.75313692680996
CK60,BLK 683 CHOA CHU KANG CRESCENT,18268.595,42905.4416,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.4042944339787442,103.74587382647138
CK61,BLK 686 CHOA CHU KANG CRESCENT,18607.321,42882.7597,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.4040894198609897,103.74891756586374
CK62,BLK 687 CHOA CHU KANG DRIVE,18715.5324,42855.1194,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.4038394863248407,103.74988994322814
CK63,BLK 689 CHOA CHU KANG CRESCENT,18826.1888,42747.1959,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.4028635015212754,103.75088431616423
CK64,BLK 692 CHOA CHU KANG CRESCENT,18872.7705,42404.3378,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3997628341389772,103.75130299875015
CK65,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",18064.0069,41548.1433,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.3920194608918188,103.74403589785477
CK66,BLK 573A CHOA CHU KANG STREET 52,18230.9826,41763.9633,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,4,2.15,N,1.3939713139005383,103.74553623187556
CK7,BLK 135A TECK WHYE LANE,18945.8673,40250.2699,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.8,N,1.3802822594561712,103.75196049935143
CK70,BLK 476 CHOA CHU KANG AVE 5,17408.5254,39880.0108,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,8,2.15,N,1.3769332572770212,103.73814649010538
CK71,BLK 488 CHOA CHU KANG AVE 5,17467.9916,39852.8673,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3766878029172793,103.73868084627506
CK72,BLK 489 CHOA CHU KANG AVE 5,17718.345,39728.0193,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N,1.375558812524167,103.74093049457315
CK73,BLK 801 KEAT HONG CLOSE,17994.5933,39697.5018,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.3752829189296947,103.7434127929984
CK74,BLK 805 KEAT HONG CLOSE,17975.1882,39477.9306,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.373297191340911,103.74323849875064
CK75,BLK 809 CHOA CHU KANG AVENUE 1,18119.3938,39664.2718,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.3749824413018552,103.74453422557644
CK76,BLK 810 CHOA CHU KANG AVE 7,18305.5202,39560.1044,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3740404516807105,103.74620673798108
CK77,BLK 815 CHOA CHU KANG AVE 7,18361.9468,39838.3954,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.376557231641778,103.74671368024913
CK78,817 KEAT HONG LINK,18660.8389,39885.9891,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3769877482261232,103.74939942553641
CK8,BLK 201-221 CHOA CHU KANG CENTRAL,18405.5916,40449.7464,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3820860793135725,103.74710566112677
CK8A,BLK 203A CHOA CHU KANG AVE 1/CENTRAL,18614.0227,40353.8181,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3812186067394707,103.74897859928704
CK9,BLK 223-227 CHOA CHU KANG CENTRAL,18162.1088,40384.5044,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3814959737886143,103.74491781005581
